Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Createur_de_la_donnee,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,CP,Ville,nom_departement,nom_region,nom_membre,raison_sociale
Marche « douce et sensorielle »,"['Fête et manifestation', ""Point d'intérêt"", 'Randonnée, balade', 'Évènement sports et loisirs']",49.3216719,-1.2657046,3 Village des Ponts Douve,Parc Naturel Régional des Marais du Cotentin et du Bessin,2026-04-01, https://parc-cotentin-bessin.fr/,,,50500,Carentan-les-Marais,Manche,Normandie,Carentan-les-Marais,CC de la Baie du Cotentin
Croquis dans les marais des Ponts d'Ouve,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",49.2723751,-1.3177338,3 Village des Ponts Douve,Parc Naturel Régional des Marais du Cotentin et du Bessin,2026-03-16, https://www.parc-cotentin-bessin.fr/,,,50500,Carentan-les-Marais,Manche,Normandie,Carentan-les-Marais,CC de la Baie du Cotentin
Arbres et bocage du Cotentin et du Bessin,"['Évènement culturel', 'Fête et manifestation', 'Exposition', ""Point d'intérêt""]",49.3216719,-1.2657046,3 Village des Ponts Douve,Parc Naturel Régional des Marais du Cotentin et du Bessin,2026-04-28, https://parc-cotentin-bessin.fr/,,,50500,Carentan-les-Marais,Manche,Normandie,Carentan-les-Marais,CC de la Baie du Cotentin
Les mammifères sauvages de Normandie,"['Évènement culturel', 'Fête et manifestation', 'Exposition', ""Point d'intérêt""]",49.3216719,-1.2657046,3 Village des Ponts Douve,Parc Naturel Régional des Marais du Cotentin et du Bessin,2026-04-01, https://parc-cotentin-bessin.fr/,,,50500,Carentan-les-Marais,Manche,Normandie,Carentan-les-Marais,CC de la Baie du Cotentin
Sur les traces de la forteresse de Pontorson,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.553768,-1.5096707,2 Place de L'Hôtel de ville,OT MSM Normandie - BIT Ducey-les-Chéris,2026-04-24, https://reservation.ot-montsaintmichel.com/pontorson-sur-les-traces-de-sa-forteresse.html?&cid=2&action=result&resa_action=resultreservation,,,50170,Pontorson,Manche,Normandie,Pontorson,CA Mont-Saint-Michel-Normandie
Sur les traces de la forteresse de Pontorson,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.553768,-1.5096707,2 Place de L'Hôtel de ville,OT MSM Normandie - BIT Ducey-les-Chéris,2026-04-24, https://reservation.ot-montsaintmichel.com/pontorson-sur-les-traces-de-sa-forteresse.html?&cid=2&action=result&resa_action=resultreservation,,,50170,Pontorson,Manche,Normandie,Pontorson,CA Mont-Saint-Michel-Normandie
Sur les traces de la forteresse de Pontorson,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.553768,-1.5096707,2 Place de L'Hôtel de ville,OT MSM Normandie - BIT Ducey-les-Chéris,2026-04-24, https://reservation.ot-montsaintmichel.com/pontorson-sur-les-traces-de-sa-forteresse.html?&cid=2&action=result&resa_action=resultreservation,,,50170,Pontorson,Manche,Normandie,Pontorson,CA Mont-Saint-Michel-Normandie
Sur les traces de la forteresse de Pontorson,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.553768,-1.5096707,2 Place de L'Hôtel de ville,OT MSM Normandie - BIT Ducey-les-Chéris,2026-04-24, https://reservation.ot-montsaintmichel.com/pontorson-sur-les-traces-de-sa-forteresse.html?&cid=2&action=result&resa_action=resultreservation,,,50170,Pontorson,Manche,Normandie,Pontorson,CA Mont-Saint-Michel-Normandie
Sur les traces de la forteresse de Pontorson,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.553768,-1.5096707,2 Place de L'Hôtel de ville,OT MSM Normandie - BIT Ducey-les-Chéris,2026-04-24, https://reservation.ot-montsaintmichel.com/pontorson-sur-les-traces-de-sa-forteresse.html?&cid=2&action=result&resa_action=resultreservation,,,50170,Pontorson,Manche,Normandie,Pontorson,CA Mont-Saint-Michel-Normandie
Sur les traces de la forteresse de Pontorson,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.553768,-1.5096707,2 Place de L'Hôtel de ville,OT MSM Normandie - BIT Ducey-les-Chéris,2026-04-24, https://reservation.ot-montsaintmichel.com/pontorson-sur-les-traces-de-sa-forteresse.html?&cid=2&action=result&resa_action=resultreservation,,,50170,Pontorson,Manche,Normandie,Pontorson,CA Mont-Saint-Michel-Normandie
Sur les traces de la forteresse de Pontorson,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.553768,-1.5096707,2 Place de L'Hôtel de ville,OT MSM Normandie - BIT Ducey-les-Chéris,2026-04-24, https://reservation.ot-montsaintmichel.com/pontorson-sur-les-traces-de-sa-forteresse.html?&cid=2&action=result&resa_action=resultreservation,,,50170,Pontorson,Manche,Normandie,Pontorson,CA Mont-Saint-Michel-Normandie
Sur les traces de la forteresse de Pontorson,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.553768,-1.5096707,2 Place de L'Hôtel de ville,OT MSM Normandie - BIT Ducey-les-Chéris,2026-04-24, https://reservation.ot-montsaintmichel.com/pontorson-sur-les-traces-de-sa-forteresse.html?&cid=2&action=result&resa_action=resultreservation,,,50170,Pontorson,Manche,Normandie,Pontorson,CA Mont-Saint-Michel-Normandie
Sur les traces de la forteresse de Pontorson,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.553768,-1.5096707,2 Place de L'Hôtel de ville,OT MSM Normandie - BIT Ducey-les-Chéris,2026-04-24, https://reservation.ot-montsaintmichel.com/pontorson-sur-les-traces-de-sa-forteresse.html?&cid=2&action=result&resa_action=resultreservation,,,50170,Pontorson,Manche,Normandie,Pontorson,CA Mont-Saint-Michel-Normandie
VISITE GUIDÉE · Le Camp celtique,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.849638,-0.043214,Camp de Bierre Coulonces,Terres d'Argentan Intercom,2026-02-20, https://www.interlude-mediationdupatrimoine.fr/,,,61160,Merri,Orne,Normandie,Merri,CC Terres d'Argentan Interco
VISITE-DÉMO · Le Musée de la préhistoire,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",48.6406439,-0.212096,Le Château Coulonces,Terres d'Argentan Intercom,2026-02-20, https://www.interlude-mediationdupatrimoine.fr/,,,61150,Rânes,Orne,Normandie,Rânes,CC Terres d'Argentan Interco
3 ème manche du Trophée 61 BMX,"['Fête et manifestation', ""Point d'intérêt"", 'Compétition sportive', 'Évènement sports et loisirs']",48.7433981,-0.0181331,Route de SEVIGNY,Terres d'Argentan Intercom,2026-02-20, https://www.argentanbmx.fr/,,,61200,Argentan,Orne,Normandie,Argentan,CC Terres d'Argentan Interco
5 ème manche de la coupe de Normandie BMX,"['Fête et manifestation', ""Point d'intérêt"", 'Compétition sportive', 'Évènement sports et loisirs']",48.7433981,-0.0181331,Route de SEVIGNY,Terres d'Argentan Intercom,2026-02-20, https://www.argentanbmx.fr/,,,61200,Argentan,Orne,Normandie,Argentan,CC Terres d'Argentan Interco
Run au Domaine du Champ-de-Bataille,"['Compétition sportive', 'Évènement sports et loisirs', 'Fête et manifestation', ""Point d'intérêt""]",49.1684622,0.85901969,8 Route du Château Château du Champ-de-Bataille,Office de Tourisme du Pays du Neubourg,2026-04-21, https://www.domaine-run.com/<> https://www.facebook.com/share/17GJoEFUh1/<> https://www.instagram.com/domainerun/?utm_source=ig_web_button_share_sheet,,,27110,Sainte-Opportune-du-Bosc,Eure,Normandie,Sainte-Opportune-du-Bosc,CC du Pays du Neubourg
Stage : Cirque,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",49.0927397,1.4874779,15 rue André Bourdet Ecole de danse Celi'Art,Office de Tourisme Seine Normandie Agglomération,2026-02-10, https://www.celi-art.com/?fbclid=IwY2xjawPgEI5leHRuA2FlbQIxMABzcnRjBmFwcF9pZBAyMjIwMzkxNzg4MjAwODkyAAEednvY4L80itXSXusH47iykDrxXgWlLvgpnZoy13cC3HbAsoriQy1k9JPXkRo_aem_P32G56T2xWyKAEbqboYgAw<> https://www.facebook.com/CeliartDanse<> https://www.instagram.com/celiart27200/,,,27200,Vernon,Eure,Normandie,Vernon,CA Seine Normandie Agglomération
Exposition de peinture,"['Évènement culturel', 'Fête et manifestation', 'Exposition', ""Point d'intérêt"", 'Produit', 'Visite']",49.2038791,-0.307471,Eglise Saint-Martin 5 Rue Hippolyte Monin,Conseil Départemental du Calvados,2026-04-01,,,,14460,Colombelles,Calvados,Normandie,Colombelles,CU Caen la Mer
Initiation à la marche nordique,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Randonnée, balade', 'Évènement sports et loisirs']",49.372241,-1.740083,Cale,OT Cotentin,2026-04-01, https://www.encotentin.fr/live/rendez-vous/billetterie/,,,50270,Saint-Jean-de-la-Rivière,Manche,Normandie,Saint-Jean-de-la-Rivière,CA du Cotentin
Balade nocturne théâtralisée,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite', 'Festival', 'Randonnée, balade', 'Spectacle', 'Évènement sports et loisirs', ""Son et lumière, feu d'artifice""]",49.386916,-1.529958,Château Cour du château,Attitude Manche,2026-03-09,,,,50390,Saint-Sauveur-le-Vicomte,Manche,Normandie,Saint-Sauveur-le-Vicomte,CA du Cotentin
Exposition libre de véhicules anciens toutes marques,"['Évènement culturel', 'Fête et manifestation', 'Exposition', ""Point d'intérêt""]",49.7214885,1.1196014,Rue Roger Fossé Sous les Halles à la Mairie de Val-de-Scie,Office de Tourisme Terroir de Caux,2026-05-04, https://www.facebook.com/Mehari2cvClubDeNormandie<> https://www.instagram.com/mehari2cvclubdenormandie/,,,76720,Val-de-Scie,Seine-Maritime,Normandie,Val-de-Scie,CC Terroir de Caux
Octobre rose - Marche rose,"['Fête et manifestation', ""Point d'intérêt"", 'Randonnée, balade', 'Évènement sports et loisirs']",50.0298066,1.38610588,Mairie Rue du Village,Office de Tourisme Destination Le Tréport - Mers,2026-05-04,,,,76260,Étalondes,Seine-Maritime,Normandie,Étalondes,CC des Villes Soeurs
Téléthon - Marche,"['Fête et manifestation', ""Point d'intérêt"", 'Randonnée, balade', 'Évènement sports et loisirs']",50.0298066,1.38610588,Mairie Rue du Village,Office de Tourisme Destination Le Tréport - Mers,2026-05-04,,,,76260,Étalondes,Seine-Maritime,Normandie,Étalondes,CC des Villes Soeurs
Atelier dessins humoristiques pour petits et grands,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",50.0527496,1.3678172,Rue du Télécabine Salle Gare Haute du Funiculaire,Office de Tourisme Destination Le Tréport - Mers,2026-05-04, https://www.courchay.com/,,,76470,Le Tréport,Seine-Maritime,Normandie,Le Tréport,CC des Villes Soeurs
Atelier dessins humoristiques pour petits et grands,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",50.0527496,1.3678172,Rue du Télécabine Salle Gare Haute du Funiculaire,Office de Tourisme Destination Le Tréport - Mers,2026-05-04, https://www.courchay.com/,,,76470,Le Tréport,Seine-Maritime,Normandie,Le Tréport,CC des Villes Soeurs
Atelier dessins humoristiques pour petits et grands,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",50.0527496,1.3678172,Rue du Télécabine Salle Gare Haute du Funiculaire,Office de Tourisme Destination Le Tréport - Mers,2026-05-04, https://www.courchay.com/,,,76470,Le Tréport,Seine-Maritime,Normandie,Le Tréport,CC des Villes Soeurs
Atelier dessins humoristiques pour petits et grands,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",50.0527496,1.3678172,Rue du Télécabine Salle Gare Haute du Funiculaire,Office de Tourisme Destination Le Tréport - Mers,2026-05-04, https://www.courchay.com/,,,76470,Le Tréport,Seine-Maritime,Normandie,Le Tréport,CC des Villes Soeurs
Atelier dessins humoristiques pour petits et grands,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",50.0527496,1.3678172,Rue du Télécabine Salle Gare Haute du Funiculaire,Office de Tourisme Destination Le Tréport - Mers,2026-05-04, https://www.courchay.com/,,,76470,Le Tréport,Seine-Maritime,Normandie,Le Tréport,CC des Villes Soeurs
Atelier dessins humoristiques pour petits et grands,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",50.0527496,1.3678172,Rue du Télécabine Salle Gare Haute du Funiculaire,Office de Tourisme Destination Le Tréport - Mers,2026-05-04, https://www.courchay.com/,,,76470,Le Tréport,Seine-Maritime,Normandie,Le Tréport,CC des Villes Soeurs
Atelier dessins humoristiques pour petits et grands,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",50.0527496,1.3678172,Rue du Télécabine Salle Gare Haute du Funiculaire,Office de Tourisme Destination Le Tréport - Mers,2026-05-04, https://www.courchay.com/,,,76470,Le Tréport,Seine-Maritime,Normandie,Le Tréport,CC des Villes Soeurs
Atelier dessins humoristiques pour petits et grands,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",50.0527496,1.3678172,Rue du Télécabine Salle Gare Haute du Funiculaire,Office de Tourisme Destination Le Tréport - Mers,2026-05-04, https://www.courchay.com/,,,76470,Le Tréport,Seine-Maritime,Normandie,Le Tréport,CC des Villes Soeurs
[Fête de la Musique] Artistes locaux,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt"", 'Concert', 'Evènement social', 'Fête traditionnelle']",49.928985,1.1017361,Place Henri Dunant,Office de Tourisme de Dieppe-Normandie,2026-05-04,,,,76370,Dieppe,Seine-Maritime,Normandie,Dieppe,CA de la Région Dieppoise
[Fête de l'été],"['Fête et manifestation', ""Point d'intérêt"", 'Evènement social', 'Fête traditionnelle']",49.9307961,1.1015176,Parc Paysager de Neuville,Office de Tourisme de Dieppe-Normandie,2026-05-04,,,,76370,Dieppe,Seine-Maritime,Normandie,Dieppe,CA de la Région Dieppoise
Yoga et yoga Nidra en terre d'Accord,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",49.8595269,0.8459003,Jardin Terre d'Accord 118 rue du puits La Grange de Terre d'Accord,Office de tourisme de la Côte d'Albâtre,2026-05-04, https://terredaccord.com/,,,76740,La Chapelle-sur-Dun,Seine-Maritime,Normandie,La Chapelle-sur-Dun,CC de la Côte d'Albâtre
Yoga et yoga Nidra en terre d'Accord,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",49.8595269,0.8459003,Jardin Terre d'Accord 118 rue du puits La Grange de Terre d'Accord,Office de tourisme de la Côte d'Albâtre,2026-05-04, https://terredaccord.com/,,,76740,La Chapelle-sur-Dun,Seine-Maritime,Normandie,La Chapelle-sur-Dun,CC de la Côte d'Albâtre
Yoga et yoga Nidra en terre d'Accord,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",49.8595269,0.8459003,Jardin Terre d'Accord 118 rue du puits La Grange de Terre d'Accord,Office de tourisme de la Côte d'Albâtre,2026-05-04, https://terredaccord.com/,,,76740,La Chapelle-sur-Dun,Seine-Maritime,Normandie,La Chapelle-sur-Dun,CC de la Côte d'Albâtre
Yoga et yoga Nidra en terre d'Accord,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",49.8595269,0.8459003,Jardin Terre d'Accord 118 rue du puits La Grange de Terre d'Accord,Office de tourisme de la Côte d'Albâtre,2026-05-04, https://terredaccord.com/,,,76740,La Chapelle-sur-Dun,Seine-Maritime,Normandie,La Chapelle-sur-Dun,CC de la Côte d'Albâtre
Yoga et yoga Nidra en terre d'Accord,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",49.8595269,0.8459003,Jardin Terre d'Accord 118 rue du puits La Grange de Terre d'Accord,Office de tourisme de la Côte d'Albâtre,2026-05-04, https://terredaccord.com/,,,76740,La Chapelle-sur-Dun,Seine-Maritime,Normandie,La Chapelle-sur-Dun,CC de la Côte d'Albâtre
Yoga et yoga Nidra en terre d'Accord,"['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",49.8595269,0.8459003,Jardin Terre d'Accord 118 rue du puits La Grange de Terre d'Accord,Office de tourisme de la Côte d'Albâtre,2026-05-04, https://terredaccord.com/,,,76740,La Chapelle-sur-Dun,Seine-Maritime,Normandie,La Chapelle-sur-Dun,CC de la Côte d'Albâtre
"Atelier de danse libre ""move your body""","['Évènement culturel', 'Fête et manifestation', ""Point d'intérêt""]",49.8595269,0.8459003,Jardin Terre d'Accord 118 rue du puits La Grange de Terre d'Accord,Office de tourisme de la Côte d'Albâtre,2026-05-04, https://terredaccord.com/,,,76740,La Chapelle-sur-Dun,Seine-Maritime,Normandie,La Chapelle-sur-Dun,CC de la Côte d'Albâtre
Découverte contée du jardin d'art Terre d'Accord,"['Évènement sports et loisirs', 'Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite', 'Randonnée, balade']",49.8595377,0.84396415,Sente Cauvillaise Jardin d'art Terre d'Accord,Office de tourisme de la Côte d'Albâtre,2026-05-04, https://www.terredaccord.com/,,,76740,La Chapelle-sur-Dun,Seine-Maritime,Normandie,La Chapelle-sur-Dun,CC de la Côte d'Albâtre
Ouverture de la Boucane du Grand Quai,"['Fête et manifestation', ""Point d'intérêt"", 'Produit', 'Visite']",49.7622604,0.36841428,Grand Quai,Office de tourisme Intercommunal de Fécamp,2026-05-04,,,,76400,Fécamp,Seine-Maritime,Normandie,Fécamp,CA Fécamp Caux Littoral Agglomération
[Sortie Nature] Faune et flore du littoral à Dieppe,"['Fête et manifestation', ""Point d'intérêt""]",49.9296268,1.0769907,Rendez-vous au point plage - Plage de Dieppe,Seine-Maritime Attractivité,2026-05-04, https://www.dieppetourisme.com/,,,76200,Dieppe,Seine-Maritime,Normandie,Dieppe,CA de la Région Dieppoise
[Sortie Littoral] Faune et flore du littoral à Ste Marguerite,"['Fête et manifestation', ""Point d'intérêt"", 'Randonnée, balade', 'Évènement sports et loisirs']",49.907654,0.9334503,Rendez-vous devant le restaurant Les Voiles,Seine-Maritime Attractivité,2026-05-04, https://www.dieppetourisme.com/,,,76119,Sainte-Marguerite-sur-Mer,Seine-Maritime,Normandie,Sainte-Marguerite-sur-Mer,CA de la Région Dieppoise
